,Age,SkinType,SkinConcerns,SkinTyone,Anti-Acne
3386,18-24,Oily,Aging,Light,Oat
3388,18-24,Dry,Acne,Tan,Oat
3390,13-17,Dry,Aging,Olive,Oat
3409,18-24,Combination,Redness,Light,Oat
3410,25-34,Dry,Dark circles,Deep,Oat
3414,45-54,Dry,Dullness,Fair,Oat
3420,35-44,Oily,Sun damage,Light,Oat
3423,45-54,Combination,Dark circles,Light,Oat
3425,35-44,Oily,Acne,Dark,Oat
3428,35-44,Oily,Blackheads,Medium,Oat
3433,13-17,Normal,Acne,Medium,Oat
3434,25-34,Oily,Blackheads,Fair,Oat
3436,25-34,Combination,Dark circles,Tan,Oat
3437,18-24,Combination,Sun damage,Deep,Oat
3439,35-44,Combination,Acne,Porcelain,Oat
3444,25-34,Combination,Redness,Porcelain,Oat
3447,25-34,Combination,Aging,Tan,Oat
3449,18-24,Combination,Aging,Tan,Oat
3455,18-24,Normal,Dullness,Fair,Oat
3465,25-34,Normal,Acne,Fair,Oat
3467,45-54,Dry,Sun damage,Tan,Oat
3469,35-44,Combination,Acne,Olive,Oat
3472,18-24,Dry,Aging,Deep,Oat
3478,13-17,Dry,Aging,Medium,Oat
3481,55-120,Combination,Sun damage,Olive,Oat
3485,35-44,Oily,Redness,Olive,Oat
3489,18-24,Dry,Redness,Light,Oat
3492,25-34,Combination,Dark circles,Olive,Oat
3496,13-17,Combination,Acne,Olive,Oat
3498,18-24,Combination,Dullness,Ebony,Oat
3503,25-34,Combination,Blackheads,Medium,Oat
3504,18-24,Oily,Aging,Dark,Oat
3505,13-17,Dry,Acne,Fair,Oat
3509,25-34,Dry,Dark circles,Light,Oat
3513,18-24,Combination,Dark circles,Medium,Oat
3517,25-34,Combination,Blackheads,Light,Oat
3520,35-44,Combination,Acne,Ebony,Oat
3524,25-34,Oily,Aging,Deep,Oat
3528,25-34,Dry,Dark circles,Olive,Oat
3529,18-24,Combination,Blackheads,Porcelain,Oat
3533,18-24,Oily,Blackheads,Light,Oat
3534,25-34,Combination,Dullness,Dark,Oat
3537,25-34,Combination,Uneven skin tones,Deep,Oat
3545,25-34,Normal,Redness,Medium,Oat
3546,18-24,Dry,Dark circles,Tan,Oat
3553,55-120,Normal,Cuticles,Porcelain,Oat
3561,25-34,Dry,Sensitivity,Light,Oat
3564,25-34,Dry,Aging,Light,Oat
3575,18-24,Dry,Blackheads,Porcelain,Oat
3576,25-34,Dry,Blackheads,Dark,Oat
3577,25-34,Normal,Cellulite,Fair,Oat
3584,18-24,Dry,Blackheads,Fair,Oat
3587,18-24,Oily,Dark circles,Olive,Oat
3590,18-24,Combination,Stretch marks,Tan,Oat
3592,25-34,Dry,Redness,Fair,Oat
3599,25-34,Combination,Redness,Fair,Oat
3600,13-17,Oily,Acne,Dark,Oat
3605,18-24,Combination,Sensitivity,Medium,Oat
3606,55-120,Oily,Acne,Porcelain,Oat
3608,18-24,Oily,Dark circles,Light,Oat
3609,55-120,Combination,Blackheads,Light,Oat
3615,55-120,Normal,Sensitivity,Olive,Oat
3618,25-34,Oily,Sun damage,Fair,Oat
3619,18-24,Combination,Dark circles,Tan,Oat
3620,13-17,Combination,Acne,Porcelain,Oat
3621,18-24,Combination,Sensitivity,Tan,Oat
3622,18-24,Normal,Dullness,Deep,Oat
3624,55-120,Dry,Redness,Porcelain,Oat
3625,13-17,Combination,Aging,Fair,Oat
3627,25-34,Normal,Blackheads,Dark,Oat
3630,18-24,Dry,Blackheads,Olive,Oat
3632,13-17,Oily,Acne,Medium,Oat
3653,25-34,Dry,Acne,Deep,Oat
3663,13-17,Combination,Aging,Light,Oat
3667,18-24,Dry,Acne,Porcelain,Oat
3670,18-24,Normal,Acne,Tan,Oat
3673,25-34,Combination,Blackheads,Porcelain,Oat
3676,13-17,Combination,Blackheads,Fair,Oat
3681,35-44,Dry,Blackheads,Medium,Oat
3682,18-24,Normal,Cellulite,Dark,Oat
3691,18-24,Combination,Uneven skin tones,Dark,Oat
3693,25-34,Combination,Sensitivity,Tan,Oat
3697,25-34,Normal,Acne,Medium,Oat
3703,35-44,Dry,Acne,Medium,Oat
3714,55-120,Oily,Acne,Light,Oat
3728,18-24,Combination,Dullness,Dark,Oat
3732,25-34,Normal,Acne,Olive,Oat
3739,18-24,Normal,Aging,Light,Oat
3747,55-120,Combination,Acne,Light,Oat
3748,18-24,Dry,Blackheads,Medium,Oat
3754,25-34,Dry,Cellulite,Olive,Oat
3759,25-34,Normal,Blackheads,Medium,Oat
3761,25-34,Dry,Sensitivity,Dark,Oat
3768,25-34,Combination,Sun damage,Light,Oat
3771,13-17,Dry,Blackheads,Fair,Oat
3789,18-24,Dry,Aging,Porcelain,Oat
3791,25-34,Dry,Aging,Porcelain,Oat
3796,35-44,Combination,Dark circles,Tan,Oat
3799,18-24,Oily,Dullness,Light,Oat
3801,18-24,Oily,Acne,Porcelain,Oat
3802,18-24,Dry,Blackheads,Light,Oat
3803,25-34,Normal,Dark circles,Medium,Oat
3809,13-17,Combination,Dark circles,Medium,Oat
3814,55-120,Normal,Sun damage,Medium,Oat
3815,25-34,Normal,Aging,Deep,Oat
3818,13-17,Combination,Sensitivity,Medium,Oat
3826,25-34,Dry,Blackheads,Medium,Oat
3829,25-34,Dry,Acne,Tan,Oat
3830,35-44,Combination,Blackheads,Light,Oat
3840,25-34,Combination,Sensitivity,Fair,Oat
3842,18-24,Dry,Redness,Porcelain,Oat
3844,55-120,Combination,Aging,Deep,Oat
3845,18-24,Combination,Dark circles,Fair,Oat
3849,45-54,Combination,Acne,Tan,Oat
3851,18-24,Normal,Redness,Fair,Oat
3853,25-34,Combination,Dark circles,Deep,Oat
3858,13-17,Normal,Aging,Light,Oat
3864,18-24,Combination,Dark circles,Light,Oat
3867,35-44,Combination,Pores,Olive,Oat
3881,13-17,Normal,Dullness,Tan,Oat
3889,35-44,Oily,Cellulite,Medium,Oat
3892,25-34,Oily,Aging,Olive,Oat
3896,55-120,Normal,Dark circles,Light,Oat
3898,13-17,Combination,Dullness,Light,Oat
3899,55-120,Oily,Redness,Light,Oat
3903,13-17,Dry,Uneven skin tones,Medium,Oat
3910,55-120,Oily,Acne,Deep,Oat
3918,13-17,Combination,Dullness,Fair,Oat
3927,45-54,Combination,Acne,Porcelain,Oat
3946,25-34,Combination,Redness,Light,Oat
3954,25-34,Normal,Dullness,Fair,Oat
3964,25-34,Combination,Pores,Medium,Oat
3972,35-44,Oily,Acne,Light,Oat
3977,18-24,Dry,Pores,Light,Oat
3991,35-44,Oily,Acne,Porcelain,Oat
3993,25-34,Normal,Dullness,Light,Oat
3996,35-44,Combination,Dullness,Dark,Oat
3997,18-24,Dry,Dark circles,Light,Oat
3998,25-34,Normal,Cellulite,Medium,Oat
4002,55-120,Combination,Aging,Fair,Oat
4013,35-44,Combination,Dullness,Light,Oat
4023,18-24,Combination,Cellulite,Light,Oat
4025,18-24,Oily,Dullness,Medium,Oat
4030,35-44,Combination,Aging,Medium,Oat
4033,35-44,Normal,Dark circles,Medium,Oat
4040,25-34,Combination,Dullness,Olive,Oat
4048,18-24,Oily,Blackheads,Porcelain,Oat
4050,55-120,Dry,Aging,Fair,Oat
4053,55-120,Dry,Acne,Fair,Oat
4064,35-44,Dry,Acne,Fair,Oat
4066,25-34,Oily,Dark circles,Olive,Oat
4069,35-44,Combination,Blackheads,Fair,Oat
4082,18-24,Combination,Dullness,Tan,Oat
4088,35-44,Dry,Aging,Porcelain,Oat
4092,18-24,Normal,Aging,Olive,Oat
4098,13-17,Normal,Acne,Porcelain,Oat
4105,35-44,Combination,Blackheads,Tan,Oat
4109,25-34,Dry,Redness,Porcelain,Oat
4110,25-34,Normal,Dark circles,Fair,Oat
4111,25-34,Combination,Redness,Medium,Oat
4122,18-24,Normal,Sun damage,Fair,Oat
4130,25-34,Combination,Blackheads,Fair,Oat
4132,18-24,Normal,Cellulite,Porcelain,Oat
4147,18-24,Dry,Acne,Dark,Oat
4153,18-24,Normal,Sensitivity,Tan,Oat
4155,25-34,Dry,Aging,Dark,Oat
4157,55-120,Dry,Acne,Olive,Oat
4166,18-24,Dry,Dullness,Deep,Oat
4172,18-24,Combination,Aging,Dark,Oat
4179,35-44,Oily,Dark circles,Deep,Oat
4184,18-24,Combination,Dullness,Fair,Oat
4196,25-34,Dry,Sensitivity,Medium,Oat
4210,13-17,Oily,Acne,Tan,Oat
4211,18-24,Combination,Sun damage,Light,Oat
4212,13-17,Combination,Acne,Medium,Oat
4224,25-34,Normal,Sensitivity,Porcelain,Oat
4226,25-34,Dry,Blackheads,Tan,Oat
4240,18-24,Combination,Cellulite,Olive,Oat
4244,18-24,Dry,Dark circles,Medium,Oat
4248,25-34,Combination,Dullness,Deep,Oat
4264,35-44,Dry,Blackheads,Light,Oat
4265,35-44,Dry,Aging,Deep,Oat
4273,55-120,Oily,Aging,Light,Oat
4277,25-34,Dry,Cellulite,Medium,Oat
4289,18-24,Normal,Acne,Porcelain,Oat
4291,45-54,Combination,Aging,Light,Oat
4303,18-24,Combination,Pores,Fair,Oat
4306,13-17,Oily,Sensitivity,Dark,Oat
4314,55-120,Combination,Aging,Light,Oat
4320,18-24,Oily,Dullness,Fair,Oat
4329,25-34,Oily,Dark circles,Deep,Oat
4332,25-34,Dry,Dullness,Tan,Oat
4333,45-54,Combination,Acne,Medium,Oat
4334,55-120,Oily,Acne,Dark,Oat
4349,35-44,Oily,Acne,Deep,Oat
4356,18-24,Normal,Aging,Dark,Oat
4362,18-24,Dry,Stretch marks,Tan,Oat
4366,55-120,Normal,Acne,Fair,Oat
4410,25-34,Dry,Dark circles,Tan,Oat
4414,25-34,Combination,Sun damage,Porcelain,Oat
4417,55-120,Dry,Dullness,Tan,Oat
4420,18-24,Oily,Blackheads,Dark,Oat
4422,55-120,Combination,Blackheads,Medium,Oat
4434,18-24,Dry,Aging,Tan,Oat
4436,18-24,Normal,Acne,Dark,Oat
4437,35-44,Combination,Aging,Light,Oat
4450,18-24,Normal,Redness,Light,Oat
4455,18-24,Combination,Pores,Medium,Oat
4459,18-24,Combination,Dark circles,Dark,Oat
4461,55-120,Dry,Acne,Deep,Oat
4465,18-24,Oily,Pores,Medium,Oat
4468,25-34,Oily,Blackheads,Deep,Oat
4473,13-17,Combination,Aging,Medium,Oat
4479,55-120,Dry,Acne,Tan,Oat
4489,13-17,Combination,Cellulite,Olive,Oat
4507,18-24,Combination,Blackheads,Deep,Oat
4509,45-54,Oily,Dark circles,Dark,Oat
4525,18-24,Oily,Dark circles,Medium,Oat
4535,25-34,Oily,Redness,Fair,Oat
4540,18-24,Normal,Blackheads,Dark,Oat
4566,25-34,Normal,Dullness,Medium,Oat
4571,35-44,Dry,Redness,Porcelain,Oat
4575,18-24,Normal,Blackheads,Olive,Oat
4581,18-24,Normal,Dark circles,Medium,Oat
4585,25-34,Combination,Cellulite,Fair,Oat
4591,13-17,Oily,Acne,Fair,Oat
4595,25-34,Combination,Redness,Olive,Oat
4610,18-24,Oily,Blackheads,Olive,Oat
4620,35-44,Dry,Blackheads,Fair,Oat
4623,35-44,Normal,Acne,Medium,Oat
4632,18-24,Normal,Calluses,Deep,Oat
4634,18-24,Normal,Blackheads,Light,Oat
4636,35-44,Dry,Aging,Tan,Oat
4657,35-44,Combination,Redness,Tan,Oat
4668,13-17,Combination,Dark circles,Light,Oat
4675,35-44,Combination,Dark circles,Light,Oat
4696,18-24,Dry,Dark circles,Olive,Oat
4698,13-17,Combination,Blackheads,Olive,Oat
4704,25-34,Dry,Aging,Deep,Oat
4707,18-24,Oily,Uneven skin tones,Dark,Oat
4723,25-34,Combination,Dark circles,Dark,Oat
4733,18-24,Combination,Sensitivity,Olive,Oat
4736,18-24,Dry,Pores,Fair,Oat
4741,25-34,Combination,Sensitivity,Light,Oat
4742,25-34,Oily,Dullness,Light,Oat
4766,13-17,Oily,Acne,Deep,Oat
4807,55-120,Dry,Blackheads,Fair,Oat
4843,18-24,Combination,Sensitivity,Dark,Oat
4844,35-44,Dry,Dark circles,Tan,Oat
4847,13-17,Dry,Aging,Fair,Oat
4849,45-54,Combination,Acne,Light,Oat
4855,45-54,Oily,Acne,Medium,Oat
4863,25-34,Oily,Blackheads,Light,Oat
4890,55-120,Normal,Acne,Light,Oat
4908,18-24,Oily,Blackheads,Fair,Oat
4910,18-24,Combination,Sun damage,Medium,Oat
4912,55-120,Combination,Sensitivity,Tan,Oat
4919,25-34,Dry,Sun damage,Olive,Oat
4930,35-44,Dry,Dark circles,Dark,Oat
4940,25-34,Dry,Stretch marks,Light,Oat
4942,25-34,Combination,Pores,Fair,Oat
4944,25-34,Combination,Uneven skin tones,Fair,Oat
4950,18-24,Dry,Dark circles,Fair,Oat
4954,18-24,Combination,Uneven skin tones,Porcelain,Oat
4959,13-17,Normal,Aging,Fair,Oat
4965,25-34,Normal,Dark circles,Tan,Oat
4984,55-120,Combination,Blackheads,Tan,Oat
5006,18-24,Normal,Sensitivity,Fair,Oat
5015,13-17,Combination,Uneven skin tones,Light,Oat
5049,35-44,Combination,Dark circles,Deep,Oat
5064,25-34,Combination,Uneven skin tones,Medium,Oat
5065,35-44,Dry,Sensitivity,Olive,Grape
5066,35-44,Combination,Acne,Olive,Grape
5067,25-34,Normal,Aging,Light,Grape
5068,35-44,Normal,Redness,Medium,Grape
5069,25-34,Combination,Acne,Medium,Grape
5070,18-24,Oily,Acne,Light,Grape
5071,13-17,Combination,Aging,Porcelain,Grape
5072,25-34,Combination,Dark circles,Fair,Grape
5073,25-34,Oily,Aging,Medium,Grape
5074,25-34,Combination,Aging,Light,Grape
5075,13-17,Normal,Dark circles,Medium,Grape
5076,25-34,Combination,Acne,Light,Grape
5078,25-34,Combination,Aging,Fair,Grape
5079,25-34,Normal,Dark circles,Medium,Grape
5080,45-54,Dry,Aging,Light,Grape
5081,18-24,Normal,Acne,Olive,Grape
5082,25-34,Dry,Aging,Light,Grape
5083,25-34,Combination,Aging,Ebony,Grape
5084,35-44,Dry,Aging,Light,Grape
5085,18-24,Normal,Aging,Medium,Grape
5086,25-34,Dry,Aging,Medium,Grape
5087,25-34,Combination,Aging,Medium,Grape
5088,25-34,Combination,Acne,Tan,Grape
5092,25-34,Combination,Sensitivity,Fair,Grape
5093,25-34,Normal,Sensitivity,Fair,Grape
5094,25-34,Oily,Acne,Medium,Grape
5095,18-24,Combination,Acne,Medium,Grape
5096,45-54,Dry,Acne,Medium,Grape
5097,25-34,Dry,Aging,Tan,Grape
5098,25-34,Dry,Acne,Light,Grape
5099,25-34,Combination,Acne,Olive,Grape
5100,18-24,Dry,Acne,Light,Grape
5101,18-24,Combination,Acne,Deep,Grape
5102,18-24,Combination,Aging,Fair,Grape
5103,25-34,Dry,Aging,Dark,Grape
5106,35-44,Combination,Dark circles,Light,Grape
5108,18-24,Combination,Acne,Olive,Grape
5109,18-24,Combination,Dark circles,Deep,Grape
5111,25-34,Combination,Redness,Light,Grape
5114,18-24,Oily,Acne,Tan,Grape
5115,25-34,Oily,Acne,Tan,Grape
5116,25-34,Combination,Acne,Deep,Grape
5119,25-34,Combination,Acne,Dark,Grape
5121,25-34,Combination,Acne,Fair,Grape
5123,18-24,Oily,Acne,Medium,Grape
5125,35-44,Combination,Aging,Medium,Grape
5126,25-34,Combination,Blackheads,Light,Grape
5129,18-24,Combination,Aging,Light,Grape
5131,18-24,Combination,Acne,Light,Grape
5133,25-34,Combination,Aging,Tan,Grape
5136,18-24,Combination,Sun damage,Deep,Grape
5138,18-24,Combination,Aging,Medium,Grape
5139,55-120,Combination,Acne,Light,Grape
5141,25-34,Oily,Acne,Fair,Grape
5143,25-34,Dry,Dullness,Porcelain,Grape
5148,25-34,Dry,Dark circles,Fair,Grape
5149,18-24,Oily,Acne,Fair,Grape
5150,35-44,Dry,Aging,Porcelain,Grape
5152,18-24,Dry,Aging,Fair,Grape
5153,18-24,Dry,Dark circles,Fair,Grape
5154,25-34,Dry,Dark circles,Medium,Grape
5155,18-24,Dry,Dark circles,Tan,Grape
5156,25-34,Combination,Dullness,Light,Grape
5157,18-24,Normal,Aging,Tan,Grape
5158,45-54,Dry,Acne,Light,Grape
5159,25-34,Normal,Aging,Medium,Grape
5160,25-34,Dry,Sensitivity,Light,Grape
5161,13-17,Combination,Redness,Medium,Grape
5163,18-24,Normal,Aging,Light,Grape
5165,55-120,Oily,Aging,Medium,Grape
5166,45-54,Combination,Acne,Fair,Grape
5167,18-24,Combination,Aging,Olive,Grape
5168,35-44,Combination,Acne,Medium,Grape
5169,18-24,Combination,Acne,Dark,Grape
5171,18-24,Normal,Dark circles,Light,Grape
5173,13-17,Dry,Aging,Deep,Grape
5174,25-34,Combination,Acne,Porcelain,Grape
5179,18-24,Dry,Acne,Deep,Grape
5181,18-24,Oily,Dark circles,Deep,Grape
5184,13-17,Combination,Acne,Light,Grape
5186,35-44,Combination,Sun damage,Medium,Grape
5187,35-44,Oily,Acne,Light,Grape
5189,25-34,Normal,Acne,Light,Grape
5190,35-44,Dry,Aging,Fair,Grape
5191,18-24,Normal,Dark circles,Tan,Grape
5192,18-24,Dry,Dark circles,Light,Grape
5198,18-24,Normal,Aging,Olive,Grape
5199,25-34,Combination,Aging,Olive,Grape
5202,18-24,Combination,Aging,Porcelain,Grape
5203,45-54,Dry,Aging,Medium,Grape
5208,18-24,Dry,Aging,Light,Grape
5210,25-34,Combination,Blackheads,Porcelain,Grape
5211,25-34,Dry,Aging,Porcelain,Grape
5212,55-120,Dry,Aging,Fair,Grape
5213,25-34,Combination,Sun damage,Medium,Grape
5215,18-24,Normal,Acne,Light,Grape
5218,13-17,Combination,Acne,Tan,Grape
5227,25-34,Oily,Aging,Light,Grape
5230,25-34,Normal,Aging,Fair,Grape
5235,18-24,Combination,Acne,Fair,Grape
5236,25-34,Combination,Dark circles,Medium,Grape
5238,18-24,Combination,Dark circles,Medium,Grape
5241,45-54,Combination,Aging,Light,Grape
5242,25-34,Dry,Redness,Fair,Grape
5246,25-34,Combination,Aging,Porcelain,Grape
5249,18-24,Combination,Aging,Deep,Grape
5250,25-34,Oily,Acne,Light,Grape
5261,25-34,Normal,Acne,Olive,Grape
5262,25-34,Dry,Blackheads,Medium,Grape
5263,18-24,Normal,Acne,Dark,Grape
5264,25-34,Normal,Sensitivity,Light,Grape
5265,18-24,Combination,Blackheads,Porcelain,Grape
5275,18-24,Dry,Acne,Medium,Grape
5276,18-24,Dry,Blackheads,Porcelain,Grape
5279,18-24,Dry,Aging,Medium,Grape
5281,35-44,Oily,Acne,Medium,Grape
5284,18-24,Combination,Acne,Tan,Grape
5285,18-24,Dry,Aging,Porcelain,Grape
5292,35-44,Dry,Aging,Olive,Grape
5293,45-54,Dry,Redness,Fair,Grape
5294,25-34,Dry,Aging,Fair,Grape
5306,55-120,Combination,Aging,Tan,Grape
5312,18-24,Combination,Aging,Dark,Grape
5313,18-24,Combination,Aging,Tan,Grape
5314,18-24,Normal,Acne,Porcelain,Grape
5317,25-34,Combination,Sun damage,Light,Grape
5318,13-17,Dry,Aging,Medium,Grape
5320,25-34,Dry,Dullness,Light,Grape
5324,18-24,Combination,Cellulite,Medium,Grape
5330,55-120,Normal,Aging,Medium,Grape
5331,25-34,Oily,Dark circles,Fair,Grape
5339,25-34,Combination,Blackheads,Medium,Grape
5343,25-34,Combination,Dullness,Tan,Grape
5345,25-34,Combination,Pores,Light,Grape
5349,35-44,Dry,Acne,Light,Grape
5354,25-34,Combination,Dark circles,Tan,Grape
5355,55-120,Oily,Acne,Light,Grape
5361,25-34,Combination,Dark circles,Dark,Grape
5362,18-24,Combination,Dark circles,Fair,Grape
5363,45-54,Combination,Dark circles,Fair,Grape
5375,18-24,Combination,Sun damage,Medium,Grape
5377,45-54,Oily,Acne,Light,Grape
5378,35-44,Combination,Acne,Tan,Grape
5384,25-34,Dry,Acne,Olive,Grape
5385,25-34,Oily,Dark circles,Medium,Grape
5390,18-24,Combination,Acne,Porcelain,Grape
5391,25-34,Dry,Dark circles,Light,Grape
5393,18-24,Normal,Dullness,Light,Grape
5394,25-34,Oily,Acne,Deep,Grape
5398,25-34,Combination,Sensitivity,Light,Grape
5400,25-34,Combination,Sun damage,Fair,Grape
5403,18-24,Normal,Acne,Medium,Grape
5405,13-17,Combination,Aging,Fair,Grape
5409,25-34,Normal,Dark circles,Fair,Grape
5413,18-24,Oily,Sensitivity,Fair,Grape
5415,55-120,Normal,Aging,Light,Grape
5419,18-24,Oily,Sensitivity,Medium,Grape
5425,25-34,Normal,Aging,Olive,Grape
5426,13-17,Dry,Acne,Fair,Grape
5430,18-24,Combination,Dark circles,Light,Grape
5433,25-34,Combination,Aging,Dark,Grape
5434,18-24,Combination,Blackheads,Tan,Grape
5436,18-24,Oily,Acne,Deep,Grape
5437,13-17,Oily,Acne,Light,Grape
5441,55-120,Combination,Acne,Medium,Grape
5449,25-34,Dry,Acne,Fair,Grape
5454,25-34,Normal,Cellulite,Light,Grape
5455,25-34,Combination,Dullness,Fair,Grape
5456,18-24,Normal,Blackheads,Medium,Grape
5457,18-24,Dry,Dullness,Porcelain,Grape
5460,55-120,Combination,Acne,Olive,Grape
5466,45-54,Oily,Acne,Deep,Oat
5470,55-120,Dry,Aging,Medium,Oat
5472,18-24,Normal,Aging,Deep,Oat
5475,18-24,Dry,Aging,Olive,Oat
5477,55-120,Normal,Aging,Light,Oat
5481,18-24,Normal,Sensitivity,Olive,Oat
5484,18-24,Normal,Cellulite,Tan,Oat
5486,18-24,Combination,Dark circles,Porcelain,Oat
5498,18-24,Normal,Dullness,Dark,Oat
5500,55-120,Dry,Aging,Light,Oat
5504,13-17,Normal,Redness,Fair,Oat
5513,25-34,Normal,Pores,Fair,Oat
5516,55-120,Normal,Aging,Porcelain,Oat
5518,35-44,Dry,Aging,Fair,Oat
5524,13-17,Dry,Aging,Light,Oat
5525,35-44,Normal,Acne,Light,Oat
5538,13-17,Oily,Aging,Olive,Oat
5558,45-54,Dry,Redness,Fair,Oat
5560,55-120,Dry,Dark circles,Light,Oat
5585,55-120,Combination,Acne,Deep,Oat
5590,25-34,Oily,Aging,Tan,Oat
5616,35-44,Dry,Dullness,Light,Oat
5617,13-17,Combination,Aging,Olive,Oat
5626,35-44,Normal,Aging,Deep,Oat
5635,25-34,Normal,Acne,Deep,Oat
5637,18-24,Combination,Sensitivity,Light,Oat
5641,35-44,Dry,Redness,Medium,Oat
5642,55-120,Combination,Blackheads,Fair,Oat
5648,13-17,Oily,Aging,Fair,Oat
5650,35-44,Dry,Redness,Light,Oat
5669,18-24,Dry,Sun damage,Fair,Oat
5675,25-34,Dry,Sensitivity,Fair,Oat
5704,18-24,Oily,Stretch marks,Light,Oat
5706,25-34,Dry,Sun damage,Porcelain,Oat
5710,55-120,Combination,Pores,Medium,Oat
5724,55-120,Combination,Sun damage,Light,Oat
5725,25-34,Combination,Aging,Deep,Oat
5730,45-54,Dry,Aging,Light,Oat
5734,25-34,Normal,Sensitivity,Light,Oat
5743,35-44,Normal,Cellulite,Porcelain,Oat
5748,55-120,Oily,Acne,Olive,Oat
5750,25-34,Dry,Pores,Medium,Oat
5764,13-17,Dry,Cellulite,Light,Oat
5772,35-44,Dry,Sun damage,Medium,Oat
5775,25-34,Combination,Blackheads,Dark,Oat
5782,25-34,Dry,Redness,Tan,Oat
5786,55-120,Combination,Aging,Tan,Oat
5800,25-34,Combination,Aging,Porcelain,Oat
5802,25-34,Dry,Cellulite,Porcelain,Oat
5807,35-44,Normal,Aging,Medium,Oat
5824,18-24,Dry,Dullness,Porcelain,Oat
5828,25-34,Normal,Aging,Dark,Oat
5835,18-24,Combination,Redness,Fair,Oat
5836,25-34,Normal,Sensitivity,Tan,Oat
5846,35-44,Combination,Cellulite,Medium,Oat
5847,35-44,Combination,Dullness,Medium,Oat
5853,25-34,Combination,Sun damage,Deep,Oat
5873,18-24,Oily,Aging,Porcelain,Oat
5875,18-24,Dry,Dark circles,Porcelain,Oat
5882,45-54,Dry,Aging,Fair,Oat
5883,35-44,Oily,Blackheads,Tan,Oat
5889,18-24,Normal,Redness,Medium,Oat
5906,25-34,Combination,Aging,Ebony,Oat
5914,55-120,Dry,Dullness,Light,Oat
5915,25-34,Normal,Dark circles,Porcelain,Oat
5917,18-24,Dry,Cellulite,Fair,Oat
5918,25-34,Normal,Sensitivity,Fair,Oat
5921,13-17,Normal,Dullness,Fair,Oat
5927,25-34,Oily,Sensitivity,Tan,Oat
5937,45-54,Normal,Aging,Fair,Oat
5940,25-34,Oily,Dark circles,Fair,Oat
5947,55-120,Normal,Blackheads,Fair,Oat
5948,18-24,Dry,Sensitivity,Medium,Oat
5959,35-44,Dry,Dark circles,Light,Oat
5971,25-34,Normal,Sun damage,Medium,Oat
5986,35-44,Normal,Calluses,Deep,Oat
5991,25-34,Dry,Dark circles,Porcelain,Oat
5993,25-34,Normal,Aging,Ebony,Oat
6005,25-34,Dry,Uneven skin tones,Tan,Oat
6006,55-120,Normal,Dullness,Light,Oat
6017,18-24,Combination,Dark circles,Olive,Oat
6023,13-17,Oily,Acne,Ebony,Oat
6028,25-34,Dry,Sensitivity,Tan,Oat
6036,13-17,Dry,Dullness,Light,Oat
6050,55-120,Dry,Dark circles,Medium,Oat
6058,18-24,Oily,Redness,Olive,Oat
6060,25-34,Normal,Blackheads,Light,Oat
6077,35-44,Combination,Pores,Fair,Oat
6087,25-34,Combination,Cellulite,Olive,Oat
6117,25-34,Combination,Sensitivity,Olive,Oat
6119,25-34,Normal,Blackheads,Porcelain,Oat
6135,45-54,Dry,Sensitivity,Fair,Oat
6137,35-44,Combination,Sensitivity,Olive,Oat
6138,45-54,Normal,Dullness,Medium,Oat
6147,25-34,Dry,Dullness,Deep,Oat
6162,18-24,Normal,Dark circles,Olive,Oat
6165,55-120,Dry,Acne,Medium,Oat
6176,25-34,Normal,Redness,Fair,Oat
6197,45-54,Combination,Acne,Olive,Oat
6200,13-17,Normal,Dark circles,Fair,Oat
6203,25-34,Dry,Sensitivity,Olive,Oat
6223,18-24,Dry,Calluses,Tan,Oat
6232,25-34,Combination,Cellulite,Tan,Oat
6234,55-120,Combination,Blackheads,Porcelain,Oat
6236,45-54,Combination,Dullness,Light,Oat
6237,25-34,Normal,Sun damage,Fair,Oat
6272,55-120,Dry,Redness,Light,Oat
6280,35-44,Dry,Aging,Olive,Oat
6301,35-44,Combination,Redness,Fair,Oat
6313,55-120,Oily,Aging,Fair,Oat
6315,25-34,Oily,Sensitivity,Deep,Oat
6319,18-24,Combination,Sun damage,Fair,Oat
6352,18-24,Normal,Pores,Medium,Oat
6362,45-54,Combination,Aging,Medium,Oat
6370,55-120,Combination,Dullness,Fair,Oat
6376,55-120,Combination,Aging,Dark,Oat
6377,35-44,Dry,Blackheads,Porcelain,Oat
6388,45-54,Dry,Acne,Fair,Oat
6390,13-17,Normal,Acne,Tan,Oat
6401,35-44,Combination,Sensitivity,Medium,Oat
6414,55-120,Combination,Dullness,Tan,Oat
6423,35-44,Combination,Aging,Olive,Oat
6424,35-44,Normal,Dark circles,Olive,Oat
6439,35-44,Dry,Acne,Olive,Oat
6446,25-34,Combination,Blackheads,Ebony,Oat
